Customer_num,recommendedProducts
C_2002733,P_14546|P_12777|P_14591
C_2002765,P_12777|P_14546|P_14591
C_2002987,P_14591|P_16717|P_4822
C_2002995,P_24247|P_24245|P_20720
C_2003168,P_31967|P_33348|P_33399
C_2003519,P_12777|P_4822|P_14591
C_2004130,P_7819|P_14546|P_14595
C_2004141,P_1391|P_1388|P_1128
C_2004475,P_7819|P_14591|P_4919
C_2004488,P_3697|P_6584|P_13563
C_2004499,P_12777|P_40077|P_4822
C_2004701,P_7819|P_15307|P_12777
C_2004840,P_14546|P_12777|P_34954
C_200491,P_44764|P_25779|P_5013
C_2005299,P_28298|P_7567|P_12777
C_2005889,P_12132|P_27702|P_18697
C_2005937,P_2211|P_12777|P_16717
C_2005946,P_28779|P_13193|P_30883
C_2006121,P_16677|P_14924|P_491
C_200641,P_9168|P_12256|P_14546
C_200675,P_4822|P_7819|P_16717
C_2006770,P_40519|P_23109|P_23102
C_2006900,P_14546|P_12777|P_7819
C_2007869,P_25842|P_29118|P_30343
C_2007877,P_1365|P_13507|P_19846
C_2008166,P_8625|P_12777|P_4822
C_2008314,P_26497|P_37325|P_10158
C_2008432,P_7819|P_14546|P_4822
C_2008941,P_14546|P_7819|P_44213
C_2009290,P_7819|P_14546|P_12777
C_2009625,P_7819|P_4822|P_12777
C_2009641,P_4045|P_41981|P_29634
C_2009661,P_7375|P_44134|P_5367
C_2010176,P_7819|P_12777|P_14546
C_2010256,P_3607|P_15069|P_14556
C_2010466,P_12777|P_7819|P_2342
C_2010773,P_9963|P_40215|P_17444
C_2010931,P_28605|P_6888|P_17684
C_201094,P_7819|P_14591|P_14838
C_2011078,P_7819|P_12777|P_14546
C_2011546,P_24262|P_7819|P_14546
C_2011821,P_12777|P_14591|P_9168
C_2012,P_7819|P_14546|P_16717
C_2012083,P_7819|P_14546|P_14838
C_201276,P_7819|P_14546|P_17051
C_2013051,P_1926|P_16717|P_31471
C_201306,P_12777|P_7819|P_14546
C_2013227,P_14546|P_7819|P_44452
C_2013597,P_7819|P_4822|P_12777
C_2013797,P_1711|P_13901|P_31424
C_2013863,P_29142|P_2982|P_11734
C_2014447,P_14546|P_4822|P_12777
C_2014519,P_7819|P_14546|P_4919
C_2014891,P_15627|P_16083|P_32339
C_2014910,P_19567|P_14546|P_25495
C_2014919,P_14546|P_7819|P_12777
C_2015313,P_18777|P_15793|P_10009
C_2015430,P_2102|P_15473|P_2718
C_2015610,P_342|P_373|P_5775
C_2015712,P_18929|P_25419|P_26651
C_2015924,P_8621|P_17359|P_8611
C_2015959,P_30644|P_7834|P_9887
C_201653,P_14546|P_7819|P_12777
C_2017320,P_12468|P_41987|P_12466
C_201771,P_14546|P_15307|P_12777
C_201794,P_7819|P_14546|P_4822
C_2018005,P_7819|P_14546|P_9169
C_2018294,P_7819|P_14546|P_18395
C_2018455,P_20718|P_35006|P_35767
C_2019106,P_8625|P_4822|P_7819
C_2019188,P_4300|P_4299|P_11677
C_2019197,P_7819|P_14546|P_4919
C_2019198,P_18422|P_25961|P_986
C_2019765,P_12777|P_4822|P_14591
C_2020035,P_4822|P_4919|P_7819
C_2020424,P_15307|P_14546|P_4822
C_2020698,P_4822|P_40519|P_7819
C_2020975,P_40519|P_26207|P_8625
C_2021285,P_7819|P_4822|P_40519
C_2022100,P_7819|P_14591|P_16717
C_2022275,P_12777|P_14546|P_44268
C_2022507,P_14546|P_12777|P_14838
C_202269,P_12777|P_14546|P_14591
C_2023133,P_10214|P_37648|P_30919
C_2023471,P_7819|P_4822|P_4919
C_2023941,P_7819|P_12777|P_9459
C_202400,P_6953|P_19917|P_23109
C_2024853,P_456|P_457|P_697
C_2024950,P_9741|P_4822|P_9841
C_202521,P_14546|P_4822|P_14838
C_2025609,P_18928|P_12567|P_20759
C_2025614,P_7819|P_14546|P_4822
C_2026648,P_15307|P_4822|P_2342
C_2027258,P_7819|P_14546|P_12777
C_2027516,P_4822|P_15307|P_7819
C_2027784,P_33729|P_16810|P_35287
C_2028094,P_7819|P_12777|P_14838
C_2028135,P_30853|P_9073|P_37872
C_2028449,P_14546|P_12777|P_7782
C_2028834,P_30619|P_27726|P_38018
C_2028847,P_7819|P_14591|P_5887
C_2028908,P_8625|P_7819|P_15307
C_202901,P_7477|P_20072|P_11346
C_2029429,P_3287|P_35694|P_16810
C_2029582,P_4822|P_41981|P_16717
C_2030021,P_2174|P_14546|P_10753
C_2030423,P_7819|P_4822|P_14591
C_2030523,P_7819|P_14546|P_7995
C_2031084,P_29640|P_13545|P_4822
C_203116,P_14546|P_12777|P_14591
C_203152,P_7304|P_9168|P_4142
C_2032079,P_7819|P_44298|P_14546
C_2032282,P_5677|P_41457|P_29692
C_2032341,P_4250|P_16996|P_4252
C_2032824,P_14591|P_14595|P_2342
C_2033012,P_14546|P_9168|P_14591
C_2033025,P_10107|P_10109|P_10110
C_2033094,P_19435|P_20309|P_9979
C_203365,P_30644|P_24677|P_2342
C_2034077,P_19087|P_35003|P_2295
C_203425,P_7819|P_12777|P_4822
C_2034260,P_342|P_8330|P_14546
C_2034387,P_7819|P_4822|P_14546
C_203457,P_12777|P_14546|P_7983
C_203492,P_14830|P_21245|P_36103
C_2035439,P_5416|P_1353|P_16192
C_2035651,P_35303|P_35379|P_36299
C_2035695,P_12777|P_9459|P_14838
C_2036008,P_14546|P_7819|P_14591
C_2036079,P_12777|P_25279|P_7455
C_2036187,P_21371|P_29120|P_5506
C_2036524,P_37927|P_27589|P_34759
C_2036555,P_2488|P_10009|P_6888
C_2036582,P_41129|P_21370|P_10509
C_2036605,P_14546|P_7819|P_12777
C_203663,P_37906|P_35334|P_33423
C_2036915,P_7819|P_12777|P_14591
C_2037108,P_41510|P_40848|P_26778
C_2037332,P_4919|P_7819|P_14838
C_2038070,P_7819|P_14546|P_40519
C_2038096,P_7819|P_4919|P_12777
C_203815,P_15307|P_12256|P_2341
C_2038468,P_5600|P_12193|P_31968
C_2038952,P_7819|P_4822|P_2341
C_2039157,P_2102|P_2699|P_15473
C_2040149,P_22385|P_42150|P_317
C_204035,P_4822|P_24191|P_14546
C_2040783,P_17898|P_26842|P_5782
C_2041534,P_31382|P_23055|P_40503
C_2041597,P_4822|P_7819|P_15472
C_204198,P_16717|P_10370|P_7228
C_2042783,P_18727|P_11476|P_13591
C_2043515,P_44268|P_44458|P_44439
C_2043703,P_10370|P_18777|P_15793
C_2043903,P_12777|P_14546|P_16717
C_2044415,P_7833|P_7832|P_28237
C_204446,P_35694|P_13411|P_16923
C_2044897,P_5065|P_29848|P_18912
C_2045032,P_7819|P_14546|P_12777
C_2045192,P_14546|P_12777|P_14591
C_2045415,P_7819|P_14546|P_4822
C_2046123,P_44182|P_15473|P_8625
C_2046168,P_4919|P_9168|P_15473
C_2046590,P_28517|P_28301|P_40568
C_2046670,P_7819|P_4822|P_14546
C_2046944,P_19610|P_39620|P_25896
C_2047271,P_32289|P_35599|P_15307
C_2047315,P_40519|P_4822|P_7819
C_2047662,P_7819|P_14838|P_14591
C_204794,P_12777|P_14546|P_14838
C_2048256,P_25397|P_1436|P_41821
C_2048296,P_7819|P_4822|P_14546
C_2048470,P_13566|P_41379|P_13568
C_2048807,P_4822|P_14546|P_7819
C_204899,P_2211|P_7819|P_12777
C_204924,P_12777|P_7819|P_4822
C_2049368,P_33402|P_7819|P_14546
C_2049708,P_7819|P_4822|P_15473
C_2049763,P_31757|P_35915|P_17410
C_2050530,P_18817|P_19539|P_8495
C_2050726,P_35204|P_2566|P_40167
C_2051343,P_12777|P_7819|P_38105
C_2051879,P_29640|P_16717|P_9168
C_2052268,P_14546|P_12777|P_14591
C_2052426,P_41248|P_31407|P_31438
C_205245,P_30644|P_28808|P_7819
C_2052652,P_4737|P_4822|P_7819
C_2054216,P_7819|P_12777|P_4822
C_2054588,P_15307|P_4218|P_2341
C_2054629,P_14546|P_7819|P_16717
C_2054631,P_26917|P_27516|P_8666
C_2054770,P_24611|P_21208|P_3248
C_2055300,P_12609|P_34906|P_471
C_205535,P_679|P_35711|P_42187
C_2055471,P_14546|P_14591|P_2342
C_2055501,P_7819|P_2541|P_14546
C_2055632,P_7819|P_14546|P_44256
C_2055672,P_2937|P_12256|P_4218
C_2055845,P_4822|P_15307|P_40519
C_2055846,P_4822|P_7819|P_14546
C_2056164,P_36273|P_35334|P_34749
C_2056182,P_12777|P_14591|P_2341
C_2056737,P_32252|P_30644|P_24677
C_2056901,P_40782|P_18330|P_30990
C_205707,P_14546|P_12777|P_14591
C_2057540,P_7819|P_14546|P_24244
C_2057754,P_41762|P_2342|P_33704
C_2058101,P_8122|P_29078|P_18949
C_2059035,P_14546|P_9168|P_4822
C_2059270,P_15514|P_26748|P_35056
C_2059296,P_8822|P_40637|P_23541
C_2059340,P_7819|P_12777|P_14546
C_2059560,P_14546|P_12777|P_4822
C_2059644,P_14546|P_12777|P_4822
C_2060004,P_40519|P_4822|P_8625
C_2061251,P_9169|P_4822|P_16717
C_206142,P_14546|P_12777|P_9168
C_2061677,P_7819|P_14546|P_12777
C_2061764,P_7819|P_12777|P_4822
C_2061948,P_34840|P_37225|P_30999
C_2062087,P_4822|P_15307|P_40519
C_2062533,P_32646|P_6267|P_25863
C_2062612,P_7819|P_14546|P_14591
C_20633,P_33594|P_20601|P_6201
C_2063523,P_4822|P_12256|P_1831
C_2063556,P_456|P_697|P_10753
C_2063772,P_26925|P_4944|P_26748
C_2063934,P_12777|P_16717|P_14838
C_2063995,P_12777|P_7819|P_7983
C_2064219,P_27505|P_41827|P_28424
C_2064965,P_33371|P_37931|P_18290
C_2065128,P_7819|P_12777|P_14546
C_2065515,P_32185|P_1926|P_17832
C_2065523,P_7819|P_14546|P_14591
C_2065526,P_13365|P_13370|P_20143
C_2065690,P_16553|P_30868|P_28603
C_206629,P_14546|P_14595|P_7983
C_2066379,P_14546|P_14591|P_14838
C_2066705,P_7819|P_12777|P_14591
C_2067234,P_7819|P_14546|P_14838
C_2067442,P_7819|P_4919|P_12777
C_2067895,P_44216|P_5148|P_38191
C_2067995,P_9393|P_43935|P_642
C_2068886,P_14546|P_7819|P_9168
C_2069431,P_33449|P_29847|P_34277
C_2069455,P_37907|P_31416|P_26159
C_2069484,P_7261|P_28230|P_36110
C_2069593,P_7819|P_14546|P_12777
C_2069907,P_14546|P_4822|P_4919
C_2070041,P_9168|P_14546|P_12777
C_2070087,P_12789|P_15100|P_19829
C_2070323,P_14546|P_4822|P_14591
C_207085,P_7819|P_31760|P_18780
C_2071090,P_40576|P_29091|P_31424
C_2071119,P_7819|P_14546|P_14591
C_2071123,P_10674|P_20204|P_12927
C_2071202,P_37615|P_5099|P_33735
C_2071218,P_14546|P_7819|P_12777
C_2071574,P_19715|P_32324|P_41510
C_2071821,P_14546|P_4822|P_12777
C_2071846,P_33822|P_37206|P_642
C_2071885,P_14546|P_44722|P_42468
C_2072000,P_17958|P_17959|P_30267
C_2072336,P_13925|P_18049|P_11734
C_2072553,P_456|P_457|P_10753
C_2072951,P_14546|P_7819|P_12777
C_2073259,P_12777|P_14546|P_4919
C_2073544,P_9168|P_14546|P_4822
C_2073898,P_18533|P_10370|P_28517
C_2074467,P_7819|P_12777|P_14546
C_2074875,P_14056|P_17203|P_31053
C_2075002,P_7819|P_12777|P_4919
C_2075119,P_29148|P_40726|P_28945
C_2075296,P_17046|P_5885|P_27013
C_2075812,P_9713|P_14450|P_37308
C_2076007,P_16717|P_14546|P_7819
C_2076037,P_14546|P_14591|P_2341
C_2076076,P_15307|P_8625|P_40519
C_2076108,P_8778|P_17739|P_1928
C_2076233,P_12777|P_14546|P_9224
C_207643,P_12777|P_7819|P_4919
C_2076489,P_7819|P_12777|P_14591
C_20768,P_7819|P_14546|P_14591
C_2076904,P_7819|P_14546|P_14591
C_2076974,P_17258|P_31973|P_33432
C_2076978,P_7819|P_14546|P_14591
C_2077035,P_29910|P_30073|P_36132
C_2077147,P_31467|P_31526|P_31524
C_2077285,P_13497|P_15605|P_1766
C_2077307,P_40787|P_28571|P_5252
C_2077791,P_32272|P_28720|P_31329
C_207840,P_7819|P_12777|P_2341
C_2078423,P_14546|P_12777|P_2342
C_2078683,P_7819|P_14546|P_16717
C_2079031,P_10109|P_10108|P_10110
C_2079088,P_7819|P_12777|P_14546
C_2079247,P_40519|P_44170|P_41773
C_207954,P_14546|P_16717|P_7819
C_2079559,P_9169|P_4822|P_5722
C_2079725,P_18954|P_17059|P_18952
C_2079967,P_14546|P_14591|P_14838
C_2080094,P_15049|P_11522|P_25895
C_2080119,P_7819|P_12777|P_14546
C_2080206,P_14546|P_14591|P_9510
C_2080506,P_12777|P_14546|P_7983
C_2080525,P_12777|P_14546|P_9168
C_2080772,P_18082|P_42824|P_26513
C_2081080,P_14546|P_7819|P_4919
C_2081165,P_7819|P_9168|P_4919
C_2081781,P_12777|P_14546|P_7819
C_20819,P_21208|P_3248|P_14546
C_2082338,P_12847|P_30775|P_40865
C_208287,P_14546|P_7819|P_16717
C_2082899,P_25939|P_38643|P_30507
C_208290,P_30947|P_31501|P_31515
C_2083032,P_38116|P_7819|P_14546
C_2083212,P_14546|P_12777|P_14591
C_208347,P_4822|P_29881|P_18952
C_2083586,P_14546|P_7819|P_14591
C_2083616,P_44216|P_44308|P_44806
C_2083816,P_7819|P_12777|P_14546
C_2083997,P_37716|P_19116|P_21099
C_2084257,P_40519|P_7819|P_4919
C_2084521,P_14897|P_28669|P_22246
C_2084610,P_14546|P_14591|P_4822
C_2084787,P_18995|P_13901|P_31424
C_2085464,P_18531|P_17133|P_18534
C_208555,P_7819|P_9926|P_11647
C_2085612,P_7819|P_4822|P_9168
C_2085954,P_12777|P_7819|P_14546
C_2086212,P_30644|P_24721|P_29640
C_2086265,P_21295|P_58|P_3365
C_2086405,P_25517|P_31465|P_3140
C_2086561,P_40519|P_15307|P_14546
C_2086582,P_7819|P_4822|P_16717
C_2086586,P_19468|P_7031|P_18441
C_2087156,P_4822|P_15307|P_12777
C_2087491,P_9229|P_12803|P_18395
C_2087591,P_7995|P_21134|P_41386
C_2087920,P_7819|P_14546|P_12777
C_2088462,P_30317|P_30320|P_30316
C_2088718,P_2304|P_1760|P_43499
C_2088836,P_15307|P_4822|P_2937
C_2089016,P_8625|P_26207|P_23102
C_2089080,P_7819|P_14546|P_12777
C_2089181,P_24677|P_25695|P_27387
C_2089883,P_5906|P_2342|P_2799
C_2090176,P_2174|P_2137|P_38224
C_2090223,P_7819|P_14838|P_2342
C_2090917,P_26559|P_17292|P_28447
C_2091154,P_7819|P_12777|P_4822
C_2091265,P_24245|P_24244|P_4822
C_2091303,P_12777|P_4822|P_4919
C_2091538,P_15307|P_40519|P_7819
C_2091629,P_25426|P_114|P_38124
C_2091665,P_20131|P_5080|P_38123
C_2091731,P_9169|P_4919|P_14546
C_2091872,P_7819|P_14546|P_14300
C_2091996,P_7819|P_14546|P_12777
C_2092106,P_4822|P_9169|P_4919
C_2092425,P_12777|P_14591|P_4822
C_2092791,P_12807|P_7819|P_6896
C_2093029,P_4822|P_40519|P_7819
C_2093156,P_471|P_456|P_2412
C_2093346,P_14546|P_14591|P_16717
C_2093805,P_35712|P_19285|P_38238
C_2094116,P_750|P_8352|P_39323
C_209417,P_8625|P_7819|P_15307
C_2094220,P_7819|P_14546|P_16717
C_2094866,P_6160|P_2460|P_15605
C_2095018,P_9169|P_4822|P_16717
C_2095030,P_18119|P_37183|P_37246
C_2095160,P_13868|P_34954|P_1076
C_2095468,P_34984|P_20601|P_6201
C_2095957,P_7819|P_14546|P_15307
C_2096299,P_14546|P_7819|P_12777
C_2096349,P_14546|P_7819|P_9459
C_209654,P_7819|P_14546|P_21292
C_2096763,P_5982|P_20480|P_4822
C_2098191,P_12777|P_14546|P_2341
C_2098389,P_22270|P_4246|P_27273
C_2100683,P_8398|P_5170|P_5664
C_2101032,P_44226|P_44228|P_9168
C_2102120,P_14546|P_12777|P_9459
C_2102304,P_13559|P_37596|P_9798
C_2103183,P_2211|P_7819|P_40519
C_2103312,P_7819|P_4822|P_14546
C_2103580,P_40519|P_4218|P_14546
C_2103780,P_13118|P_13115|P_6361
C_2104017,P_44256|P_7819|P_4822
C_210405,P_7819|P_14546|P_12777
C_2104291,P_31020|P_15510|P_19936
C_2104743,P_9139|P_35344|P_18221
C_2105232,P_14546|P_14591|P_16717
C_210529,P_16717|P_14546|P_12777
C_2105301,P_20601|P_26406|P_6201
C_2105565,P_12777|P_14591|P_14838
C_2105782,P_12777|P_7819|P_32266
C_210579,P_28663|P_5133|P_37189
C_2105971,P_61|P_21010|P_6047
C_2106267,P_12777|P_9510|P_9459
C_2106402,P_19340|P_4736|P_37302
C_2106744,P_4822|P_4919|P_7819
C_210712,P_15473|P_15472|P_15307
C_210715,P_12777|P_14591|P_9510
C_2107371,P_29640|P_14546|P_12777
C_2107402,P_7819|P_12777|P_7983
C_2107477,P_12777|P_14591|P_14838
C_210802,P_9510|P_4822|P_7782
C_2108498,P_14546|P_7819|P_8625
C_2108840,P_34389|P_18777|P_15793
C_2109025,P_801|P_9678|P_27536
C_2109049,P_7819|P_12777|P_4822
C_2109053,P_33981|P_10404|P_33633
C_2109390,P_7819|P_14546|P_14591
C_2110154,P_44403|P_44369|P_9168
C_2110304,P_28606|P_33729|P_16810
C_2110400,P_3135|P_19539|P_8625
C_2110461,P_4822|P_7819|P_14546
C_2110594,P_27061|P_8254|P_19846
C_211061,P_40864|P_356|P_36299
C_2110737,P_7819|P_14546|P_14838
C_2110783,P_13483|P_18840|P_36095
C_2110986,P_7819|P_14546|P_12777
C_2111075,P_17050|P_28147|P_26451
C_2111211,P_7819|P_9168|P_12777
C_2111412,P_32223|P_32291|P_27018
C_211146,P_1758|P_38224|P_42210
C_2111477,P_14546|P_7819|P_5150
C_2111761,P_17001|P_17002|P_12777
C_2111776,P_40519|P_14546|P_4822
C_2112231,P_458|P_457|P_698
C_2112241,P_30595|P_12334|P_17406
C_211251,P_14546|P_7819|P_16717
C_2112762,P_14546|P_7819|P_9459
C_2112903,P_15297|P_42789|P_7819
C_2113328,P_12777|P_14546|P_14838
C_2113914,P_38105|P_38110|P_38109
C_21141,P_35707|P_18438|P_34833
C_211410,P_40588|P_15473|P_2699
C_2114251,P_14546|P_7819|P_4822
C_2114254,P_11405|P_472|P_11170
C_2114410,P_44182|P_2251|P_44184
C_2114655,P_12777|P_14714|P_14546
C_2114831,P_1830|P_31643|P_27047
C_2115103,P_7819|P_14546|P_12777
C_2116298,P_34925|P_23565|P_23564
C_2117037,P_2396|P_11994|P_4774
C_2117096,P_12777|P_7819|P_4822
C_2117209,P_22385|P_42150|P_317
C_2117219,P_8860|P_26095|P_33506
C_2117512,P_7819|P_12777|P_9032
C_2117916,P_698|P_458|P_457
C_2118301,P_14546|P_4822|P_30976
C_2118470,P_9168|P_17092|P_11521
C_2118831,P_7819|P_2341|P_2342
C_2118956,P_36137|P_40077|P_10231
C_2119005,P_10848|P_41857|P_11196
C_211919,P_7819|P_14546|P_12777
C_2119195,P_14546|P_12777|P_14838
C_2119243,P_7819|P_12777|P_14591
C_2119370,P_6695|P_4822|P_14546
C_2119523,P_33338|P_29847|P_34277
C_2120009,P_14546|P_14591|P_14838
C_2120038,P_41701|P_39437|P_41267
C_2120610,P_2937|P_15307|P_12256
C_2121074,P_7819|P_14546|P_19682
C_2121488,P_40519|P_15307|P_4822
C_2121526,P_2718|P_4218|P_15475
C_2121698,P_7819|P_14546|P_14591
C_2121735,P_7782|P_9434|P_14546
C_2121802,P_7819|P_14546|P_15307
C_2122318,P_40519|P_14546|P_4822
C_2122407,P_37565|P_28169|P_13079
C_2122420,P_7819|P_14546|P_14591
C_2122448,P_38110|P_38111|P_38105
C_2122832,P_7819|P_14546|P_12777
C_2123481,P_5929|P_16953|P_3180
C_2123548,P_14546|P_12777|P_16717
C_2123803,P_25426|P_10592|P_33467
C_212431,P_40588|P_7819|P_14546
C_2124486,P_7819|P_14546|P_14591
C_2124529,P_9541|P_26318|P_19625
C_2125484,P_8625|P_40519|P_4822
C_2125529,P_29989|P_17805|P_4867
C_2125570,P_14591|P_7897|P_7819
C_2125722,P_11088|P_41082|P_504
C_2125765,P_1641|P_37313|P_19610
C_2125895,P_2341|P_4919|P_2102
C_2126151,P_4919|P_27450|P_4335
C_2126389,P_13649|P_12795|P_31467
C_2126563,P_9168|P_27034|P_30846
C_212658,P_4822|P_40519|P_8625
C_2126729,P_5828|P_17406|P_35378
C_2126762,P_7819|P_14546|P_33637
C_212687,P_8625|P_23112|P_23102
C_2127159,P_7819|P_33983|P_34411
C_2127184,P_7819|P_14546|P_12777
C_2127546,P_26694|P_2610|P_43310
C_2127801,P_30644|P_15307|P_40519
C_2127860,P_11073|P_18275|P_35203
C_212789,P_20929|P_30644|P_15307
C_2127928,P_7819|P_14546|P_14591
C_2128147,P_35712|P_19285|P_38238
C_2128321,P_7819|P_12777|P_14546
C_2128454,P_12777|P_14546|P_3773
C_2129123,P_8612|P_19658|P_21460
C_2129126,P_14546|P_12777|P_14591
C_2129203,P_12777|P_14591|P_14595
C_2129584,P_12777|P_14591|P_9510
C_2129726,P_7819|P_14546|P_14591
C_2129844,P_34812|P_25708|P_25091
C_2129874,P_18416|P_38306|P_14471
C_2129980,P_15307|P_7819|P_14546
C_2130101,P_19715|P_3135|P_19539
C_2130652,P_14546|P_12777|P_14591
C_2130956,P_14595|P_7983|P_7782
C_2131072,P_7819|P_12777|P_14591
C_2131087,P_14546|P_12777|P_4822
C_2131102,P_4919|P_313|P_22273
C_2131253,P_7819|P_14591|P_9459
C_2131429,P_12777|P_16717|P_4822
C_213164,P_14546|P_7819|P_2799
C_213189,P_13187|P_12216|P_44455
C_2131937,P_12777|P_7819|P_12256
C_2132006,P_25710|P_2211|P_25749
C_2132318,P_4822|P_16717|P_15307
C_2132558,P_7819|P_14546|P_12777
C_2132904,P_9934|P_28450|P_25919
C_21331,P_27516|P_26917|P_31206
C_213337,P_4483|P_35697|P_34730
C_2133452,P_7996|P_7997|P_28517
C_2133960,P_16964|P_21229|P_34282
C_2134121,P_35711|P_42187|P_10235
C_213447,P_7819|P_12777|P_4919
C_2134498,P_31424|P_18995|P_13901
C_2134519,P_24677|P_10799|P_22920
C_2134626,P_7819|P_14546|P_14603
C_2134666,P_7819|P_30613|P_38278
C_2134674,P_14595|P_14591|P_9510
C_2134810,P_4944|P_4822|P_28754
C_2134993,P_14546|P_4822|P_4919
C_213553,P_34282|P_33729|P_16810
C_2135590,P_16547|P_7410|P_35570
C_2135674,P_827|P_831|P_828
C_2135835,P_7819|P_14591|P_7983
C_2136082,P_7819|P_14591|P_9168
C_2136848,P_7819|P_14546|P_15307
C_2137634,P_7819|P_12777|P_7782
C_213798,P_356|P_361|P_4774
C_2138,P_44439|P_44475|P_44474
C_2138316,P_19875|P_16717|P_61
C_2138339,P_7819|P_12777|P_7937
C_2138510,P_7819|P_14546|P_14591
C_213881,P_44226|P_19021|P_16677
C_2138908,P_33758|P_28608|P_27232
C_2138992,P_41146|P_6289|P_1672
C_2139212,P_35010|P_40820|P_35612
C_2139546,P_28513|P_40154|P_30605
C_2140165,P_26759|P_34508|P_34510
C_2140339,P_15307|P_4822|P_14546
C_2140734,P_7819|P_14546|P_12777
C_2140910,P_32289|P_35599|P_38227
C_2141048,P_930|P_3567|P_19838
C_2141058,P_5726|P_17875|P_26919
C_2141284,P_12777|P_7819|P_14591
C_2141305,P_9168|P_7819|P_4822
C_214138,P_7819|P_14546|P_12777
C_2141410,P_12777|P_4822|P_7819
C_2141943,P_40563|P_2734|P_30259
C_2142387,P_9168|P_4822|P_7819
C_2142425,P_7819|P_12777|P_44439
C_2142642,P_8655|P_42120|P_43506
C_2143167,P_40685|P_26478|P_40077
C_2143231,P_7819|P_14546|P_14838
C_2143262,P_2255|P_9362|P_10187
C_2143438,P_12777|P_14546|P_7819
C_2143602,P_7819|P_14546|P_10107
C_2143685,P_12808|P_12807|P_13019
C_2143817,P_1216|P_42206|P_41533
C_2144920,P_12437|P_35010|P_9756
C_2145270,P_7241|P_7243|P_12848
C_2145460,P_29949|P_30303|P_42183
C_2145624,P_456|P_12777|P_2413
C_2145751,P_14595|P_14838|P_14603
C_2145813,P_182|P_43849|P_19095
C_2145830,P_2789|P_33878|P_11868
C_2145945,P_14546|P_4919|P_9168
C_2145982,P_11364|P_181|P_43849
C_2146135,P_12777|P_14546|P_14591
C_2146540,P_37661|P_12429|P_24414
C_214664,P_7819|P_14546|P_4822
C_2147111,P_16717|P_14595|P_9168
C_2147697,P_4822|P_14546|P_15307
C_2147708,P_7819|P_14591|P_14595
C_2148193,P_456|P_698|P_2412
C_2148564,P_17584|P_37612|P_5895
C_2148656,P_14546|P_12777|P_14591
C_2148986,P_12777|P_14546|P_14591
C_2149454,P_15514|P_26748|P_26626
C_214957,P_7819|P_14546|P_12777
C_2149715,P_1173|P_10404|P_33633
C_2150041,P_25802|P_24677|P_4919
C_2150362,P_7819|P_14546|P_12777
C_2151061,P_21027|P_18612|P_42468
C_2151158,P_44687|P_36093|P_33397
C_2151258,P_44256|P_44458|P_44475
C_2151277,P_38643|P_9168|P_28613
C_2151297,P_10235|P_37225|P_30999
C_215143,P_2432|P_4191|P_4822
C_2151479,P_31643|P_27047|P_34850
C_2152517,P_27218|P_26707|P_27220
C_2152876,P_26913|P_30990|P_26905
C_2153050,P_29424|P_4716|P_34933
C_2153329,P_9168|P_8615|P_1926
C_2153819,P_16717|P_30644|P_1926
C_2154662,P_41288|P_4798|P_8976
C_2154727,P_40589|P_4822|P_7819
C_2155197,P_7819|P_14546|P_9168
C_2155248,P_17805|P_37313|P_13496
C_215541,P_457|P_10753|P_698
C_2155445,P_27021|P_35595|P_31721
C_2155999,P_19223|P_18516|P_13497
C_2156008,P_7819|P_14838|P_4822
C_2156035,P_4218|P_15306|P_15307
C_2156422,P_12777|P_14591|P_16717
C_2156472,P_12777|P_14546|P_7819
C_215665,P_7765|P_40655|P_1323
C_2156734,P_34469|P_9152|P_41814
C_2157149,P_14546|P_14591|P_9459
C_2157184,P_7819|P_12777|P_14591
C_2157464,P_14546|P_7819|P_4822
C_2157556,P_16255|P_28789|P_26496
C_2157907,P_27270|P_25908|P_2849
C_2158088,P_7819|P_14546|P_40588
C_2158213,P_7819|P_16717|P_44184
C_215830,P_7819|P_14546|P_14591
C_2158742,P_44213|P_7819|P_44210
C_2159071,P_17556|P_26208|P_43816
C_2159093,P_43104|P_34904|P_38036
C_2159677,P_14546|P_12777|P_14591
C_2159739,P_7819|P_12777|P_14591
C_2160579,P_7819|P_12777|P_14546
C_2160610,P_40519|P_8625|P_12777
C_2161002,P_14546|P_7819|P_16717
C_2161082,P_2264|P_28603|P_213
C_2161127,P_14546|P_14838|P_7782
C_216133,P_7819|P_14546|P_14591
C_2161672,P_7819|P_4822|P_40519
C_2162029,P_19647|P_16576|P_8142
C_2162084,P_7819|P_14546|P_15307
C_2162252,P_12777|P_7819|P_14591
C_2162873,P_14712|P_28906|P_31768
C_2162903,P_4919|P_7819|P_9168
C_2163108,P_31737|P_27666|P_2292
C_2163142,P_44216|P_17153|P_7517
C_216315,P_25710|P_2102|P_15475
C_216317,P_35593|P_16083|P_32339
C_2163223,P_7819|P_14546|P_9168
C_2163228,P_7819|P_14546|P_14591
C_2163305,P_7819|P_12777|P_14595
C_2163324,P_14546|P_14591|P_14838
C_2163338,P_40519|P_8625|P_14546
C_216367,P_28488|P_40161|P_37610
C_2164002,P_9168|P_7819|P_14546
C_2164032,P_14546|P_9169|P_14591
C_2164043,P_19087|P_3576|P_36280
C_2164114,P_10182|P_7115|P_7118
C_216441,P_471|P_10753|P_457
C_2164561,P_16924|P_9169|P_34402
C_2164606,P_7819|P_14546|P_14591
C_216485,P_7819|P_14838|P_9510
